age_group,gender,height_category,weight_category,gymorhome,goal,budget,diet_type,workout_plan,diet_plan
senior,male,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Burpees; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
young,female,short,underweight,gym,flexibility,low,vegetarian,Mon: Stretching; Tue: Pilates Machines; Wed: Core Machines; Thu: Pilates Machines; Fri: Yoga Machines; Sat: Stretching; Sun: Yoga Machines,Breakfast: Oatmeal + Soy Milk; Lunch: Salads + Tofu; Snacks: Fruit + Yogurt; Dinner: Veg Stir Fry + Rice; Breakfast2: Oatmeal + Soy Milk; Lunch2: Fruit + Yogurt; Snacks2: Salads + Tofu
young,female,tall,underweight,home,weight-loss,medium,non-vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: High Knees; Thu: Mountain Climbers; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: Bodyweight Circuit,Breakfast: Protein Shake + Nuts; Lunch: Eggs + Oats + Milk; Snacks: Chicken + Rice + Veg; Dinner: Chicken + Rice + Veg; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Sweet Potato; Snacks2: Fish + Sweet Potato
young,male,short,underweight,home,weight-loss,low,non-vegetarian,Mon: Jumping Jacks; Tue: Jumping Jacks; Wed: Bodyweight Circuit; Thu: Bodyweight Circuit; Fri: Burpees; Sat: High Knees; Sun: High Knees,Breakfast: Protein Shake + Nuts; Lunch: Eggs + Oats + Milk; Snacks: Fish + Sweet Potato; Dinner: Chicken + Rice + Veg; Breakfast2: Fish + Sweet Potato; Lunch2: Chicken + Rice + Veg; Snacks2: Eggs + Oats + Milk
teen,female,medium,normal,gym,stamina,medium,non-vegetarian,Mon: Stair Climber; Tue: Elliptical; Wed: Stair Climber; Thu: Jump Rope; Fri: Jump Rope; Sat: HIIT Treadmill; Sun: Circuit Training,Breakfast: Egg Omelette + Toast; Lunch: Fruit + Nuts; Snacks: Grilled Chicken + Rice; Dinner: Egg Omelette + Toast; Breakfast2: Fish Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Grilled Chicken + Rice
young,female,short,underweight,home,weight-loss,high,non-vegetarian,Mon: High Knees; Tue: Bodyweight Circuit; Wed: Burpees; Thu: Bodyweight Circuit; Fri: High Knees; Sat: Burpees; Sun: Mountain Climbers,Breakfast: Eggs + Oats + Milk; Lunch: Chicken + Rice + Veg; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken + Rice + Veg; Snacks2: Fish + Sweet Potato
senior,male,medium,underweight,home,stamina,low,vegetarian,Mon: Running in Place; Tue: HIIT Cardio; Wed: Burpees; Thu: Bodyweight Circuit; Fri: Bodyweight Circuit; Sat: Burpees; Sun: Running in Place,Breakfast: Vegetable Wraps + Rice; Lunch: Vegetable Soup + Bread; Snacks: Fruit + Nuts; Dinner: Smoothie + Oats; Breakfast2: Vegetable Soup + Bread; Lunch2: Fruit + Nuts; Snacks2: Vegetable Wraps + Rice
young,female,tall,normal,home,muscle-gain,medium,vegetarian,Mon: Pull-ups; Tue: Resistance Bands; Wed: Pull-ups; Thu: Squats; Fri: Squats; Sat: Lunges; Sun: Lunges,Breakfast: Tofu Stir Fry + Veggies; Lunch: Nuts + Smoothie; Snacks: Tofu Stir Fry + Veggies; Dinner: Paneer + Brown Rice; Breakfast2: Chickpeas + Quinoa; Lunch2: Paneer + Brown Rice; Snacks2: Chickpeas + Quinoa
teen,female,medium,overweight,home,stamina,low,vegetarian,Mon: Burpees; Tue: Running in Place; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: Jump Rope; Sat: HIIT Cardio; Sun: Bodyweight Circuit,Breakfast: Vegetable Wraps + Rice; Lunch: Vegetable Soup + Bread; Snacks: Vegetable Wraps + Rice; Dinner: Smoothie + Oats; Breakfast2: Smoothie + Oats; Lunch2: Vegetable Soup + Bread; Snacks2: Fruit + Nuts
senior,male,medium,overweight,home,weight-loss,medium,non-vegetarian,Mon: Jumping Jacks; Tue: Mountain Climbers; Wed: High Knees; Thu: Bodyweight Circuit; Fri: Burpees; Sat: High Knees; Sun: Bodyweight Circuit,Breakfast: Eggs + Oats + Milk; Lunch: Eggs + Oats + Milk; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken + Rice + Veg; Snacks2: Chicken + Rice + Veg
senior,male,short,underweight,gym,flexibility,medium,vegetarian,Mon: Balance Boards; Tue: Yoga Machines; Wed: Pilates Machines; Thu: Core Machines; Fri: Stretching; Sat: Pilates Machines; Sun: Stretching,Breakfast: Oatmeal + Soy Milk; Lunch: Veg Stir Fry + Rice; Snacks: Oatmeal + Soy Milk; Dinner: Veg Stir Fry + Rice; Breakfast2: Fruit + Yogurt; Lunch2: Salads + Tofu; Snacks2: Fruit + Yogurt
senior,male,medium,overweight,home,muscle-gain,low,vegan,Mon: Resistance Bands; Tue: Squats; Wed: Lunges; Thu: Pull-ups; Fri: Squats; Sat: Pull-ups; Sun: Push-ups,Breakfast: Chickpeas + Brown Rice; Lunch: Tempeh Stir Fry + Veggies; Snacks: Tofu + Quinoa; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Nuts + Smoothie; Lunch2: Chickpeas + Brown Rice; Snacks2: Nuts + Smoothie
senior,male,medium,normal,gym,weight-loss,medium,vegetarian,Mon: Treadmill HIIT; Tue: Spinning; Wed: Cross Trainer; Thu: Treadmill HIIT; Fri: Cross Trainer; Sat: Battle Ropes; Sun: Battle Ropes,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Oats + Skim Milk + Banana; Breakfast2: Vegetable Salad + Quinoa; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
teen,female,medium,obese,home,muscle-gain,high,vegan,Mon: Resistance Bands; Tue: Resistance Bands; Wed: Squats; Thu: Squats; Fri: Lunges; Sat: Push-ups; Sun: Push-ups,Breakfast: Chickpeas + Brown Rice; Lunch: Tempeh Stir Fry + Veggies; Snacks: Tofu + Quinoa; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Chickpeas + Brown Rice; Lunch2: Tofu + Quinoa; Snacks2: Nuts + Smoothie
senior,female,tall,normal,gym,weight-loss,low,vegan,Mon: Spinning; Tue: Battle Ropes; Wed: Cross Trainer; Thu: Spinning; Fri: Rowing Machine; Sat: Cross Trainer; Sun: Treadmill HIIT,Breakfast: Fruit + Nuts; Lunch: Oatmeal + Almond Milk; Snacks: Tofu Soup + Veggies; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Lentil Salad + Veg; Snacks2: Oatmeal + Almond Milk
young,female,tall,obese,home,flexibility,low,non-vegetarian,Mon: Yoga Flow; Tue: Pilates Mat; Wed: Pilates Mat; Thu: Stretching; Fri: Yoga Flow; Sat: Mobility Drills; Sun: Balance Exercises,Breakfast: Protein Shake + Nuts; Lunch: Fish + Veg Stir Fry; Snacks: Chicken Salad + Quinoa; Dinner: Eggs + Oats; Breakfast2: Chicken Salad + Quinoa; Lunch2: Protein Shake + Nuts; Snacks2: Fish + Veg Stir Fry
middle,male,medium,underweight,home,flexibility,medium,vegetarian,Mon: Yoga Flow; Tue: Pilates Mat; Wed: Mobility Drills; Thu: Pilates Mat; Fri: Mobility Drills; Sat: Yoga Flow; Sun: Balance Exercises,Breakfast: Oatmeal + Soy Milk; Lunch: Veg Stir Fry + Rice; Snacks: Salads + Tofu; Dinner: Fruit + Yogurt; Breakfast2: Fruit + Yogurt; Lunch2: Salads + Tofu; Snacks2: Oatmeal + Soy Milk
middle,male,medium,underweight,gym,stamina,low,non-vegetarian,Mon: Circuit Training; Tue: Stair Climber; Wed: Elliptical; Thu: HIIT Treadmill; Fri: Circuit Training; Sat: Stair Climber; Sun: Jump Rope,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Egg Omelette + Toast; Dinner: Fish Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Fruit + Nuts; Snacks2: Egg Omelette + Toast
senior,male,medium,normal,home,flexibility,low,non-vegetarian,Mon: Mobility Drills; Tue: Pilates Mat; Wed: Mobility Drills; Thu: Yoga Flow; Fri: Yoga Flow; Sat: Stretching; Sun: Pilates Mat,Breakfast: Chicken Salad + Quinoa; Lunch: Eggs + Oats; Snacks: Fish + Veg Stir Fry; Dinner: Fish + Veg Stir Fry; Breakfast2: Chicken Salad + Quinoa; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats
teen,female,tall,obese,gym,weight-loss,low,vegan,Mon: Spinning; Tue: Treadmill HIIT; Wed: Rowing Machine; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Cross Trainer; Sun: Spinning,Breakfast: Fruit + Nuts; Lunch: Tofu Soup + Veggies; Snacks: Oatmeal + Almond Milk; Dinner: Lentil Salad + Veg; Breakfast2: Lentil Salad + Veg; Lunch2: Tofu Soup + Veggies; Snacks2: Fruit + Nuts
teen,female,tall,obese,gym,muscle-gain,high,vegan,Mon: Squat Rack; Tue: Bench Press; Wed: Bench Press; Thu: Pull-up Bar; Fri: Deadlift; Sat: Deadlift; Sun: Leg Press,Breakfast: Nuts + Smoothie; Lunch: Nuts + Smoothie; Snacks: Tempeh Stir Fry + Veggies; Dinner: Chickpeas + Brown Rice; Breakfast2: Tofu + Quinoa; Lunch2: Chickpeas + Brown Rice; Snacks2: Tempeh Stir Fry + Veggies
young,female,tall,underweight,gym,flexibility,medium,vegetarian,Mon: Balance Boards; Tue: Core Machines; Wed: Yoga Machines; Thu: Balance Boards; Fri: Stretching; Sat: Pilates Machines; Sun: Pilates Machines,Breakfast: Oatmeal + Soy Milk; Lunch: Salads + Tofu; Snacks: Salads + Tofu; Dinner: Fruit + Yogurt; Breakfast2: Oatmeal + Soy Milk; Lunch2: Veg Stir Fry + Rice; Snacks2: Veg Stir Fry + Rice
teen,female,tall,normal,home,weight-loss,high,non-vegetarian,Mon: Burpees; Tue: Bodyweight Circuit; Wed: Mountain Climbers; Thu: High Knees; Fri: Jumping Jacks; Sat: Jumping Jacks; Sun: High Knees,Breakfast: Chicken + Rice + Veg; Lunch: Eggs + Oats + Milk; Snacks: Fish + Sweet Potato; Dinner: Chicken + Rice + Veg; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Oats + Milk; Snacks2: Protein Shake + Nuts
teen,male,short,obese,home,weight-loss,low,vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: Jumping Jacks; Thu: High Knees; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: Mountain Climbers,Breakfast: Oats + Skim Milk + Banana; Lunch: Lentil Soup + Veggies; Snacks: Fruit + Nuts; Dinner: Vegetable Salad + Quinoa; Breakfast2: Vegetable Salad + Quinoa; Lunch2: Oats + Skim Milk + Banana; Snacks2: Lentil Soup + Veggies
young,male,tall,normal,gym,muscle-gain,medium,vegetarian,Mon: Squat Rack; Tue: Leg Press; Wed: Pull-up Bar; Thu: Squat Rack; Fri: Deadlift; Sat: Pull-up Bar; Sun: Bench Press,Breakfast: Tofu Stir Fry + Veggies; Lunch: Paneer + Brown Rice; Snacks: Nuts + Smoothie; Dinner: Nuts + Smoothie; Breakfast2: Chickpeas + Quinoa; Lunch2: Paneer + Brown Rice; Snacks2: Tofu Stir Fry + Veggies
middle,male,short,underweight,home,stamina,medium,non-vegetarian,Mon: Jump Rope; Tue: Burpees; Wed: HIIT Cardio; Thu: Burpees; Fri: Running in Place; Sat: Running in Place; Sun: HIIT Cardio,Breakfast: Egg Omelette + Toast; Lunch: Fruit + Nuts; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Grilled Chicken + Rice; Lunch2: Fish Soup + Veggies; Snacks2: Grilled Chicken + Rice
teen,male,tall,normal,gym,weight-loss,medium,non-vegetarian,Mon: Rowing Machine; Tue: Treadmill HIIT; Wed: Battle Ropes; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Spinning; Sun: Treadmill HIIT,Breakfast: Eggs + Oats + Milk; Lunch: Chicken + Rice + Veg; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Fish + Sweet Potato; Lunch2: Protein Shake + Nuts; Snacks2: Chicken + Rice + Veg
teen,male,tall,overweight,gym,flexibility,high,vegetarian,Mon: Pilates Machines; Tue: Core Machines; Wed: Yoga Machines; Thu: Pilates Machines; Fri: Stretching; Sat: Yoga Machines; Sun: Stretching,Breakfast: Fruit + Yogurt; Lunch: Veg Stir Fry + Rice; Snacks: Veg Stir Fry + Rice; Dinner: Salads + Tofu; Breakfast2: Oatmeal + Soy Milk; Lunch2: Fruit + Yogurt; Snacks2: Oatmeal + Soy Milk
senior,female,tall,obese,gym,flexibility,medium,vegan,Mon: Pilates Machines; Tue: Stretching; Wed: Balance Boards; Thu: Core Machines; Fri: Yoga Machines; Sat: Pilates Machines; Sun: Yoga Machines,Breakfast: Veg Stir Fry + Rice; Lunch: Fruit + Almond Yogurt; Snacks: Salads + Tofu; Dinner: Salads + Tofu; Breakfast2: Oatmeal + Soy Milk; Lunch2: Fruit + Almond Yogurt; Snacks2: Oatmeal + Soy Milk
young,female,tall,underweight,gym,weight-loss,high,non-vegetarian,Mon: Cross Trainer; Tue: Battle Ropes; Wed: Treadmill HIIT; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Spinning; Sun: Spinning,Breakfast: Chicken + Rice + Veg; Lunch: Eggs + Oats + Milk; Snacks: Chicken + Rice + Veg; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats + Milk; Lunch2: Protein Shake + Nuts; Snacks2: Fish + Sweet Potato
senior,male,short,normal,home,weight-loss,low,non-vegetarian,Mon: Jumping Jacks; Tue: High Knees; Wed: Burpees; Thu: Bodyweight Circuit; Fri: Bodyweight Circuit; Sat: Mountain Climbers; Sun: Mountain Climbers,Breakfast: Chicken + Rice + Veg; Lunch: Protein Shake + Nuts; Snacks: Eggs + Oats + Milk; Dinner: Eggs + Oats + Milk; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
middle,male,short,underweight,gym,flexibility,low,vegetarian,Mon: Pilates Machines; Tue: Balance Boards; Wed: Balance Boards; Thu: Yoga Machines; Fri: Stretching; Sat: Pilates Machines; Sun: Core Machines,Breakfast: Salads + Tofu; Lunch: Oatmeal + Soy Milk; Snacks: Oatmeal + Soy Milk; Dinner: Veg Stir Fry + Rice; Breakfast2: Salads + Tofu; Lunch2: Fruit + Yogurt; Snacks2: Fruit + Yogurt
middle,female,medium,overweight,gym,muscle-gain,high,non-vegetarian,Mon: Pull-up Bar; Tue: Bench Press; Wed: Squat Rack; Thu: Squat Rack; Fri: Leg Press; Sat: Pull-up Bar; Sun: Bench Press,Breakfast: Fish Stir Fry + Veggies; Lunch: Protein Shake + Nuts; Snacks: Eggs + Quinoa; Dinner: Eggs + Quinoa; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Fish Stir Fry + Veggies; Snacks2: Protein Shake + Nuts
middle,male,short,overweight,gym,muscle-gain,low,vegan,Mon: Deadlift; Tue: Squat Rack; Wed: Pull-up Bar; Thu: Leg Press; Fri: Leg Press; Sat: Bench Press; Sun: Deadlift,Breakfast: Tempeh Stir Fry + Veggies; Lunch: Tofu + Quinoa; Snacks: Chickpeas + Brown Rice; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Nuts + Smoothie; Lunch2: Tofu + Quinoa; Snacks2: Chickpeas + Brown Rice
middle,male,tall,normal,home,weight-loss,low,vegan,Mon: Burpees; Tue: Jumping Jacks; Wed: High Knees; Thu: High Knees; Fri: Bodyweight Circuit; Sat: Jumping Jacks; Sun: Burpees,Breakfast: Tofu Soup + Veggies; Lunch: Lentil Salad + Veg; Snacks: Fruit + Nuts; Dinner: Tofu Soup + Veggies; Breakfast2: Oatmeal + Almond Milk; Lunch2: Fruit + Nuts; Snacks2: Lentil Salad + Veg
teen,male,short,normal,home,weight-loss,medium,vegetarian,Mon: Mountain Climbers; Tue: Bodyweight Circuit; Wed: Mountain Climbers; Thu: Jumping Jacks; Fri: Bodyweight Circuit; Sat: Burpees; Sun: Jumping Jacks,Breakfast: Oats + Skim Milk + Banana; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Vegetable Salad + Quinoa; Breakfast2: Fruit + Nuts; Lunch2: Fruit + Nuts; Snacks2: Oats + Skim Milk + Banana
teen,male,medium,overweight,home,muscle-gain,medium,non-vegetarian,Mon: Pull-ups; Tue: Pull-ups; Wed: Lunges; Thu: Squats; Fri: Push-ups; Sat: Resistance Bands; Sun: Squats,Breakfast: Eggs + Quinoa; Lunch: Chicken Breast + Brown Rice; Snacks: Eggs + Quinoa; Dinner: Chicken Breast + Brown Rice; Breakfast2: Protein Shake + Nuts; Lunch2: Protein Shake + Nuts; Snacks2: Fish Stir Fry + Veggies
middle,female,medium,underweight,gym,weight-loss,high,non-vegetarian,Mon: Rowing Machine; Tue: Cross Trainer; Wed: Battle Ropes; Thu: Battle Ropes; Fri: Spinning; Sat: Treadmill HIIT; Sun: Rowing Machine,Breakfast: Chicken + Rice + Veg; Lunch: Eggs + Oats + Milk; Snacks: Fish + Sweet Potato; Dinner: Fish + Sweet Potato; Breakfast2: Chicken + Rice + Veg; Lunch2: Eggs + Oats + Milk; Snacks2: Protein Shake + Nuts
senior,female,medium,overweight,home,weight-loss,medium,non-vegetarian,Mon: Bodyweight Circuit; Tue: Bodyweight Circuit; Wed: Mountain Climbers; Thu: High Knees; Fri: Burpees; Sat: Mountain Climbers; Sun: Jumping Jacks,Breakfast: Chicken + Rice + Veg; Lunch: Chicken + Rice + Veg; Snacks: Protein Shake + Nuts; Dinner: Fish + Sweet Potato; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Sweet Potato; Snacks2: Eggs + Oats + Milk
young,male,tall,overweight,gym,weight-loss,medium,vegan,Mon: Treadmill HIIT; Tue: Rowing Machine; Wed: Treadmill HIIT; Thu: Battle Ropes; Fri: Spinning; Sat: Cross Trainer; Sun: Battle Ropes,Breakfast: Tofu Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Lentil Salad + Veg; Dinner: Oatmeal + Almond Milk; Breakfast2: Tofu Soup + Veggies; Lunch2: Oatmeal + Almond Milk; Snacks2: Fruit + Nuts
senior,male,short,normal,gym,weight-loss,high,vegan,Mon: Spinning; Tue: Battle Ropes; Wed: Rowing Machine; Thu: Cross Trainer; Fri: Spinning; Sat: Battle Ropes; Sun: Treadmill HIIT,Breakfast: Oatmeal + Almond Milk; Lunch: Oatmeal + Almond Milk; Snacks: Tofu Soup + Veggies; Dinner: Lentil Salad + Veg; Breakfast2: Fruit + Nuts; Lunch2: Tofu Soup + Veggies; Snacks2: Fruit + Nuts
teen,female,short,underweight,home,stamina,low,vegan,Mon: Burpees; Tue: Bodyweight Circuit; Wed: Running in Place; Thu: Burpees; Fri: Running in Place; Sat: Bodyweight Circuit; Sun: Jump Rope,Breakfast: Smoothie Bowl; Lunch: Veg Wrap + Rice; Snacks: Veg Wrap + Rice; Dinner: Smoothie Bowl; Breakfast2: Veggie Soup + Bread; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
young,male,short,normal,gym,muscle-gain,high,non-vegetarian,Mon: Pull-up Bar; Tue: Pull-up Bar; Wed: Bench Press; Thu: Bench Press; Fri: Leg Press; Sat: Leg Press; Sun: Squat Rack,Breakfast: Eggs + Quinoa; Lunch: Eggs + Quinoa; Snacks: Fish Stir Fry + Veggies; Dinner: Chicken Breast + Brown Rice; Breakfast2: Fish Stir Fry + Veggies; Lunch2: Chicken Breast + Brown Rice; Snacks2: Protein Shake + Nuts
young,male,short,normal,gym,flexibility,high,non-vegetarian,Mon: Balance Boards; Tue: Balance Boards; Wed: Core Machines; Thu: Stretching; Fri: Pilates Machines; Sat: Core Machines; Sun: Yoga Machines,Breakfast: Protein Shake + Nuts; Lunch: Fish + Veg Stir Fry; Snacks: Protein Shake + Nuts; Dinner: Chicken Salad + Quinoa; Breakfast2: Chicken Salad + Quinoa; Lunch2: Eggs + Oats; Snacks2: Eggs + Oats
middle,male,short,overweight,gym,flexibility,medium,vegetarian,Mon: Core Machines; Tue: Core Machines; Wed: Pilates Machines; Thu: Pilates Machines; Fri: Balance Boards; Sat: Stretching; Sun: Yoga Machines,Breakfast: Veg Stir Fry + Rice; Lunch: Oatmeal + Soy Milk; Snacks: Salads + Tofu; Dinner: Veg Stir Fry + Rice; Breakfast2: Fruit + Yogurt; Lunch2: Fruit + Yogurt; Snacks2: Salads + Tofu
senior,male,medium,obese,home,flexibility,low,non-vegetarian,Mon: Yoga Flow; Tue: Stretching; Wed: Yoga Flow; Thu: Pilates Mat; Fri: Mobility Drills; Sat: Stretching; Sun: Mobility Drills,Breakfast: Fish + Veg Stir Fry; Lunch: Eggs + Oats; Snacks: Fish + Veg Stir Fry; Dinner: Chicken Salad + Quinoa; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Oats; Snacks2: Chicken Salad + Quinoa
senior,male,short,underweight,gym,stamina,medium,vegan,Mon: Circuit Training; Tue: Jump Rope; Wed: HIIT Treadmill; Thu: Stair Climber; Fri: Elliptical; Sat: Stair Climber; Sun: HIIT Treadmill,Breakfast: Veg Wrap + Rice; Lunch: Fruit + Nuts; Snacks: Smoothie Bowl; Dinner: Veggie Soup + Bread; Breakfast2: Smoothie Bowl; Lunch2: Veggie Soup + Bread; Snacks2: Veg Wrap + Rice
middle,male,tall,obese,gym,weight-loss,low,non-vegetarian,Mon: Treadmill HIIT; Tue: Cross Trainer; Wed: Rowing Machine; Thu: Rowing Machine; Fri: Treadmill HIIT; Sat: Battle Ropes; Sun: Battle Ropes,Breakfast: Eggs + Oats + Milk; Lunch: Chicken + Rice + Veg; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Fish + Sweet Potato; Lunch2: Eggs + Oats + Milk; Snacks2: Chicken + Rice + Veg
young,female,medium,overweight,home,stamina,medium,non-vegetarian,Mon: HIIT Cardio; Tue: Bodyweight Circuit; Wed: Burpees; Thu: Running in Place; Fri: Burpees; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Fruit + Nuts; Lunch: Fruit + Nuts; Snacks: Egg Omelette + Toast; Dinner: Fish Soup + Veggies; Breakfast2: Fish Soup + Veggies; Lunch2: Egg Omelette + Toast; Snacks2: Grilled Chicken + Rice
middle,female,tall,underweight,home,weight-loss,low,vegetarian,Mon: Burpees; Tue: Mountain Climbers; Wed: Jumping Jacks; Thu: Burpees; Fri: High Knees; Sat: Jumping Jacks; Sun: Bodyweight Circuit,Breakfast: Fruit + Nuts; Lunch: Oats + Skim Milk + Banana; Snacks: Oats + Skim Milk + Banana; Dinner: Lentil Soup + Veggies; Breakfast2: Lentil Soup + Veggies; Lunch2: Vegetable Salad + Quinoa; Snacks2: Fruit + Nuts
young,female,medium,underweight,home,weight-loss,low,vegan,Mon: Jumping Jacks; Tue: Bodyweight Circuit; Wed: Burpees; Thu: Mountain Climbers; Fri: Bodyweight Circuit; Sat: Mountain Climbers; Sun: Jumping Jacks,Breakfast: Tofu Soup + Veggies; Lunch: Lentil Salad + Veg; Snacks: Oatmeal + Almond Milk; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Tofu Soup + Veggies; Snacks2: Oatmeal + Almond Milk
middle,male,short,underweight,gym,weight-loss,high,vegan,Mon: Treadmill HIIT; Tue: Spinning; Wed: Rowing Machine; Thu: Treadmill HIIT; Fri: Cross Trainer; Sat: Rowing Machine; Sun: Spinning,Breakfast: Oatmeal + Almond Milk; Lunch: Lentil Salad + Veg; Snacks: Fruit + Nuts; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Tofu Soup + Veggies; Snacks2: Oatmeal + Almond Milk
teen,male,tall,obese,gym,stamina,medium,vegan,Mon: Elliptical; Tue: HIIT Treadmill; Wed: Stair Climber; Thu: Jump Rope; Fri: Jump Rope; Sat: Elliptical; Sun: HIIT Treadmill,Breakfast: Smoothie Bowl; Lunch: Veg Wrap + Rice; Snacks: Veg Wrap + Rice; Dinner: Smoothie Bowl; Breakfast2: Veggie Soup + Bread; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
middle,male,medium,obese,home,flexibility,low,non-vegetarian,Mon: Mobility Drills; Tue: Stretching; Wed: Pilates Mat; Thu: Balance Exercises; Fri: Mobility Drills; Sat: Pilates Mat; Sun: Balance Exercises,Breakfast: Protein Shake + Nuts; Lunch: Protein Shake + Nuts; Snacks: Fish + Veg Stir Fry; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Fish + Veg Stir Fry; Snacks2: Eggs + Oats
middle,female,short,normal,gym,flexibility,high,vegan,Mon: Yoga Machines; Tue: Core Machines; Wed: Yoga Machines; Thu: Stretching; Fri: Core Machines; Sat: Balance Boards; Sun: Balance Boards,Breakfast: Fruit + Almond Yogurt; Lunch: Oatmeal + Soy Milk; Snacks: Salads + Tofu; Dinner: Oatmeal + Soy Milk; Breakfast2: Salads + Tofu; Lunch2: Veg Stir Fry + Rice; Snacks2: Fruit + Almond Yogurt
middle,female,tall,normal,gym,weight-loss,high,non-vegetarian,Mon: Battle Ropes; Tue: Treadmill HIIT; Wed: Spinning; Thu: Battle Ropes; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Rowing Machine,Breakfast: Fish + Sweet Potato; Lunch: Chicken + Rice + Veg; Snacks: Eggs + Oats + Milk; Dinner: Protein Shake + Nuts; Breakfast2: Fish + Sweet Potato; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats + Milk
senior,male,tall,normal,home,stamina,medium,vegetarian,Mon: Burpees; Tue: HIIT Cardio; Wed: Jump Rope; Thu: HIIT Cardio; Fri: Bodyweight Circuit; Sat: Running in Place; Sun: Jump Rope,Breakfast: Vegetable Soup + Bread; Lunch: Vegetable Wraps + Rice; Snacks: Smoothie + Oats; Dinner: Vegetable Wraps + Rice; Breakfast2: Vegetable Soup + Bread; Lunch2: Smoothie + Oats; Snacks2: Fruit + Nuts
